run_date,session_id,app_id,revision,subject,mutation_id,location,result,proposed_category,classification_status,evidence,follow_up
2026-09-08,01a081f5-1555-7fdd-a1ad-88061b1a91a6,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,Entry#for_today?,evil:Entry#for_today?:/app/app/models/entry.rb:20:e47e3,app/models/entry.rb:20,alive,equivalent,reviewed,Reviewed 2026-09-09: Time.zone.now derives the current instant and the method immediately converts it to user.time_zone; Time.now converted to that same zone yields the same local date. The only theoretical difference is a midnight race between separate current-time reads; 21 of 22 mutations killed; session 01a081f5-1555-7fdd-a1ad-88061b1a91a6,"Accept as equivalent for the current-day contract. No test, source change, or confirmed bug; retain as an example that a surviving mutation is not automatically a defect"
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,ApplicationController#layout_by_resource,evil:ApplicationController#layout_by_resource:/app/app/controllers/application_controller.rb:10:98fe3,app/controllers/application_controller.rb:10,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,ApplicationController#layout_by_resource,evil:ApplicationController#layout_by_resource:/app/app/controllers/application_controller.rb:10:68dbe,app/controllers/application_controller.rb:10,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,ApplicationController#layout_by_resource,evil:ApplicationController#layout_by_resource:/app/app/controllers/application_controller.rb:10:e8d1c,app/controllers/application_controller.rb:10,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,ApplicationController#layout_by_resource,evil:ApplicationController#layout_by_resource:/app/app/controllers/application_controller.rb:10:f0cfc,app/controllers/application_controller.rb:10,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,ApplicationController#layout_by_resource,evil:ApplicationController#layout_by_resource:/app/app/controllers/application_controller.rb:10:85de2,app/controllers/application_controller.rb:10,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,ApplicationController#layout_by_resource,evil:ApplicationController#layout_by_resource:/app/app/controllers/application_controller.rb:10:93cbf,app/controllers/application_controller.rb:10,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,ApplicationController#layout_by_resource,evil:ApplicationController#layout_by_resource:/app/app/controllers/application_controller.rb:10:d4fb5,app/controllers/application_controller.rb:10,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,ApplicationController#layout_by_resource,evil:ApplicationController#layout_by_resource:/app/app/controllers/application_controller.rb:10:bfe56,app/controllers/application_controller.rb:10,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,ApplicationController#layout_by_resource,evil:ApplicationController#layout_by_resource:/app/app/controllers/application_controller.rb:10:04d02,app/controllers/application_controller.rb:10,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#cancel_stripe_subscription,evil:CancellationsController#cancel_stripe_subscription:/app/app/controllers/cancellations_controller.rb:22:30b34,app/controllers/cancellations_controller.rb:22,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#cancel_stripe_subscription,evil:CancellationsController#cancel_stripe_subscription:/app/app/controllers/cancellations_controller.rb:22:5711e,app/controllers/cancellations_controller.rb:22,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:c52f8,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:6c105,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:ccea4,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:3ec0a,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:fca1c,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:a94ca,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:0e2f8,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:5f7cf,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:87c69,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:93667,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:29a78,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:7dc8d,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:5be13,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:96ca8,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:399d1,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:4debd,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create,evil:CancellationsController#create:/app/app/controllers/cancellations_controller.rb:4:a7354,app/controllers/cancellations_controller.rb:4,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CancellationsController#create_cancellation,evil:CancellationsController#create_cancellation:/app/app/controllers/cancellations_controller.rb:16:628b9,app/controllers/cancellations_controller.rb:16,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=4,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:8871b,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:0c847,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:d7e75,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:fb059,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:97fee,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:aec4b,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:72b64,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:a92f0,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:52639,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:d0494,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:6c65d,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:2f602,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:63324,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:9f89d,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:55a18,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
2026-09-09,01a086d0-7263-722f-add9-d7cc49a3ee18,trailmix,3565d61e451a39c76ec952acf7e9196c810c5ea6,CheckoutSessionsController#activate_subscription,evil:CheckoutSessionsController#activate_subscription:/app/app/controllers/checkout_sessions_controller.rb:96:848ee,app/controllers/checkout_sessions_controller.rb:96,alive,"",unreviewed,Full session 01a086d0-7263-722f-add9-d7cc49a3ee18; mutation_type=evil; selected_tests=0,Human triage required; inspect the recorded session before assigning a category or claiming a bug
